LOS_0_0,LOS_0_1,LOS_0_2,LOS_0_3,LOS_0_4,LOS_0_5,LOS_0_6,LOS_0_7,LOS_0_8,LOS_0_9,LOS_0_10,LOS_0_11,LOS_0_12,LOS_0_13,LOS_0_14,LOS_0_15,LOS_0_16,LOS_0_17,LOS_0_18,LOS_0_19,LOS_0_20,LOS_0_21,LOS_0_22,LOS_0_23,LOS_0_24
41319.016429682604,45353.56485528044,49455.17720704921,53639.85398556272,57826.101927003525,61898.532923922496,65772.74433599084,69357.43216917382,72597.68185609997,75379.45468114359,77652.37494729926,79467.16763307527,81039.71778686346,82591.90260691769,84084.80347738144,84773.04318078904,83600.73431403245,80204.60578817518,75520.79461093622,70817.77958168759,66381.93050226306,61801.1141723384,56641.73585094856,50752.1114771905,43959.74323034296
31051.858261283043,34029.33890932097,37048.39650388088,40123.1746435121,43198.61217205044,46194.62728939042,49061.726133227414,51751.652299730726,54263.411019955885,56553.65348838481,58628.893157236824,60526.96493618453,62281.45148896534,63825.75169939495,64926.74595105037,65166.22926782328,64179.874677694825,61849.081865077234,58422.37762880135,54467.6991935786,50413.86885737618,46397.053092251306,42271.76166402058,37837.42383805905,32837.13805469956
47144.49859681985,51791.460215404695,56530.203088194474,61385.948663015835,66275.53174500597,71084.50689018203,75746.38783743797,80199.02255839459,84441.13400267772,88408.27763844612,92084.56614063663,95472.31327707383,98538.3167641872,101105.20330846419,102806.87424499284,103089.51879608113,101517.07090187889,97941.62533826592,92626.51925558147,86287.449956469,79531.21216340059,72697.73226542312,65734.06246901285,58419.60678055179,50367.7093386922
35495.644309116906,38929.75632132939,42415.572853024736,45967.078946221365,49515.98534999789,52963.71778476363,56239.15288990262,59264.704761742294,61997.68423624578,64342.74743795286,66265.98286318316,67834.20935369152,69295.8184480443,70912.49913419447,72660.24657127805,73700.94871850965,72789.74665433515,69499.37931407937,64936.92203311972,60546.338601990115,56635.43557900589,52730.18661780311,48366.75698654402,43390.26115848312,37642.72001771827
51544.95834037946,56701.448456988524,61980.29776328723,67409.00311811584,72891.91218116075,78291.78430702895,83509.23441697609,88433.86012508458,92991.41980251545,97015.81836890243,100375.52332793555,102977.32204830814,104763.40559826882,105689.3409970919,105728.96261985885,104796.8501198137,102918.3408966457,100100.397432907,96307.17133290107,91645.72399829338,86110.92969718501,79723.41354665236,72486.92716277538,64424.73260710815,55387.149074216344
34986.722077094004,38371.17282591883,41808.86020143292,45316.635551899395,48833.00930083288,52271.09492136099,55581.74445154729,58722.6705493708,61713.23939036306,64539.538620485044,67255.05302544494,69951.06763860068,72690.93447053467,75348.59601114143,77488.88549629216,78376.78114954231,77333.60442518671,74133.34350001326,69240.07556335597,63645.70549725186,58147.42372352305,53020.865367537765,48039.90783084012,42863.81619286767,37117.505108968966
34291.96473722156,37829.71564637382,41509.45414188661,45368.024834273885,49367.76983948975,53433.96883499406,57520.10350701616,61562.51693089423,65533.84103111104,69307.05978172952,72767.54528207467,75793.23261454396,78260.62398000363,80022.74715489088,80927.70940147474,80783.19116125503,79480.4363652265,76989.03759869347,73323.70384520291,68682.37057255456,63257.098005401866,57257.650859503745,50893.495399444924,44305.19118954487,37446.81544467444
33407.26450502623,36679.34398560749,40027.800350014666,43480.75648800901,46994.09224117246,50499.49779899831,53965.48961995197,57357.58770522869,60684.23201109984,63881.24379837653,66900.14360535628,69680.13421622069,72129.83511138223,74077.25149588677,75277.39338434712,75408.53495671246,74243.5496861888,71707.52731982658,67904.2823411724,63218.322090565336,58020.09545822841,52619.09676409063,47146.82650766041,41581.53968917803,35690.925159346414
55154.11189411878,60615.16891132952,66179.77747945016,71868.72022228927,77569.11053006825,83125.50805549092,88421.54619130149,93332.07707414168,97768.33404680985,101558.34907501726,104578.72994105975,106778.27548823874,108208.0137530684,108979.8999319334,109188.50543306874,108559.21297658303,106697.14161237676,103461.35159744658,99237.962465842,94557.01443146207,89331.40516261315,83309.2343804603,76295.6687107538,68241.78779714867,58967.61869814991
36547.82639523873,40110.469967476856,43740.01252169329,47457.73023209469,51202.523301349436,54885.37852531325,58451.84703151253,61843.97066547747,65044.16682708699,67966.81331665706,70553.61069707404,72757.80734903479,74529.83579364563,75776.8858597048,76363.20238985027,76078.26917940383,74800.67864650911,72491.52632427779,69206.46306298504,65208.818500737434,60701.63954455876,55838.48515102212,50645.0943349181,45072.459052373815,38909.18135632682
30402.50790863595,33312.370648825134,36261.56948025944,39263.702774869926,42264.83439524091,45186.729234516286,47982.50389354275,50609.725501850764,53081.635827623926,55385.138062874576,57580.62067970123,59783.64828985186,62110.190265436395,64500.17377075751,66557.39380166712,67530.94899198374,66679.44612210746,63756.64854691051,59299.57398445541,54353.213522077735,49686.264611059,45452.48358711013,41339.31749946609,37004.14195847939,32127.966867302017
