LOS_0_0,LOS_0_1,LOS_0_2,LOS_0_3,LOS_0_4,LOS_0_5,LOS_0_6,LOS_0_7,LOS_0_8,LOS_0_9,LOS_1_0,LOS_1_1,LOS_1_2,LOS_1_3,LOS_1_4,LOS_1_5,LOS_1_6,LOS_1_7,LOS_1_8,LOS_1_9,LOS_2_0,LOS_2_1,LOS_2_2,LOS_2_3,LOS_2_4,LOS_2_5,LOS_2_6,LOS_2_7,LOS_2_8,LOS_2_9,LOS_3_0,LOS_3_1,LOS_3_2,LOS_3_3,LOS_3_4,LOS_3_5,LOS_3_6,LOS_3_7,LOS_3_8,LOS_3_9,LOS_4_0,LOS_4_1,LOS_4_2,LOS_4_3,LOS_4_4,LOS_4_5,LOS_4_6,LOS_4_7,LOS_4_8,LOS_4_9,LOS_5_0,LOS_5_1,LOS_5_2,LOS_5_3,LOS_5_4,LOS_5_5,LOS_5_6,LOS_5_7,LOS_5_8,LOS_5_9,LOS_6_0,LOS_6_1,LOS_6_2,LOS_6_3,LOS_6_4,LOS_6_5,LOS_6_6,LOS_6_7,LOS_6_8,LOS_6_9,LOS_7_0,LOS_7_1,LOS_7_2,LOS_7_3,LOS_7_4,LOS_7_5,LOS_7_6,LOS_7_7,LOS_7_8,LOS_7_9,LOS_8_0,LOS_8_1,LOS_8_2,LOS_8_3,LOS_8_4,LOS_8_5,LOS_8_6,LOS_8_7,LOS_8_8,LOS_8_9,LOS_9_0,LOS_9_1,LOS_9_2,LOS_9_3,LOS_9_4,LOS_9_5,LOS_9_6,LOS_9_7,LOS_9_8,LOS_9_9,LOS_10_0,LOS_10_1,LOS_10_2,LOS_10_3,LOS_10_4,LOS_10_5,LOS_10_6,LOS_10_7,LOS_10_8,LOS_10_9,LOS_11_0,LOS_11_1,LOS_11_2,LOS_11_3,LOS_11_4,LOS_11_5,LOS_11_6,LOS_11_7,LOS_11_8,LOS_11_9
1524168.572183734,1640612.7709173264,1717544.8012278178,1758762.8395975407,1768125.3844204159,1749593.8545554003,1706734.7951339814,1642652.0005041228,1560527.172471877,1461902.6275571163,0.053826676430249965,0.05730773439756362,0.05956741095337472,0.060783041010874256,0.06104250944702343,0.060406854937599015,0.058989228636494674,0.05696492287619547,0.05442638098003089,0.0514186366721888,1121027.6790209122,1300609.6328206845,1479593.1932675932,1651829.094729822,1807568.3473961,1930657.2953616425,1996730.3357840113,1977355.9309639288,1845313.1992985369,1586120.20133936,0.04059119411567203,0.04655837430294189,0.05229732777280898,0.05774577240076065,0.06267741985492783,0.06669661060688582,0.06894264705550528,0.06839567154744852,0.06435830849736796,0.0562916737022907,904366.0271553047,1182952.6305677758,1506442.904699474,1843141.5078085738,2146057.5941549786,2342713.703152223,2354201.042240517,2126756.8556374586,1687148.0234813844,1118683.4576322476,0.03288484836678671,0.04329169580157143,0.054505754379140695,0.06560284629397047,0.0750830067384025,0.08102419138730593,0.08118137772625701,0.07362554318325229,0.05962724391160654,0.040783076642700845,1134172.4274397648,1422691.4573769255,1685641.7746943524,1895547.0349664644,2029557.1607834357,2065903.395279287,1993756.2928828395,1825700.2215071134,1593702.530592799,1329099.2276431513,0.04139081583162474,0.05183191189810907,0.060371136858523994,0.06662456889296106,0.07040882257803383,0.07133824211930528,0.06886601494470651,0.06340799378514295,0.05611475452542849,0.047661700681011,1549436.2134995267,1716730.5785881677,1849685.438928891,1930662.5064831225,1948287.3137420989,1899213.8539776136,1791093.2340678023,1633785.4247655112,1440100.9428237,1220302.8189678944,0.05443415337131016,0.059679633373696556,0.06393990789414003,0.06665353081386556,0.06732128396442148,0.06596502026209042,0.06290736179413672,0.05826084394818751,0.05213460674190107,0.0446834998239825,1396577.186156204,1802772.694949336,2140355.276225996,2348430.5228162496,2386194.1055821925,2267782.244901154,2031233.693882603,1715555.7094490472,1361186.7507578589,1013293.9166567165,0.05018783909114346,0.06327076650445317,0.07403761119956499,0.08099425848201257,0.08252823176001872,0.07944187801934036,0.07260403728507409,0.062457434740263766,0.04978903929095531,0.03614227561122842
1786460.1539207518,1927738.0003828707,2021176.397470302,2070875.794940799,2082013.897282009,2060245.764591605,2009691.773988211,1933214.4128159636,1834374.051928875,1715256.7641137093,0.05815292526077426,0.062223039875055244,0.06488216999879345,0.06627355972693948,0.06654455913748314,0.06585629979022144,0.06432300178154696,0.06205662237825022,0.059141556747377,0.055659559201818275,1305796.5349128386,1519841.7595903052,1734092.7340119495,1940737.6269030417,2127189.2688466385,2273230.0350353494,2350946.2500430574,2327726.6293249684,2168804.6165497354,1857009.2697067463,0.04339747847175762,0.05003152525248648,0.056490361954723754,0.06268291813328418,0.06827472336538089,0.07271416131760743,0.0751428013891904,0.07454903791187749,0.06991814045744604,0.0606915317548535,1045596.2540954595,1372438.4371298421,1755011.543584806,2156529.1217547404,2520822.8586968924,2758521.65138166,2773183.9056198634,2504477.2753969966,1978203.496666054,1301136.797771247,0.03474932609529366,0.046008507930706294,0.058288758838399825,0.07064866997179325,0.08146450250524301,0.08835481080182557,0.08855526773080205,0.08029470165925566,0.06444996628559001,0.04350431774908224,1311980.635718957,1653753.0024750694,1969347.7341899944,2224251.001944273,2388151.0423817537,2432436.639378904,2347417.876302096,2147671.311181193,1869190.7987804567,1552143.8124774701,0.043780888087502697,0.05524325461010434,0.06485212815683723,0.0721357210984968,0.0766793888094358,0.0777643730410147,0.07506980693833812,0.0690162634578292,0.06070206601120762,0.05116521039990106,1818301.4311206217,2019249.166174354,2177737.607558912,2273239.2477036556,2293927.153632942,2234250.1718159695,2102055.7939253086,1910779.1736457364,1677399.2583360723,1415368.9638066194,0.05894851905018078,0.06493950060380123,0.06970595358376994,0.07265192602524376,0.07339535753825444,0.0718039135379487,0.06813433224513143,0.06269623089067249,0.05573649707151405,0.04746728282674437,1630453.8128442382,2116435.2552669886,2520320.24676696,2766173.870188482,2810024.0842936304,2663624.581549699,2374847.5831642724,1995248.0855438968,1575375.8653941622,1168256.31579868,0.05384926558908138,0.06856499743594825,0.08074034903767495,0.0883394044671955,0.09001147268225027,0.08616952978463369,0.0780855482925111,0.06662078126028992,0.05271018319379007,0.037994094269308186
982524.4263936846,1066849.5113695618,1144419.3164047094,1204902.823342671,1232268.675975141,1217726.1831151743,1166770.2820444517,1094769.5501048262,1017432.5462133652,942799.9878830498,0.038639297845883026,0.04124546493580121,0.04349049205606244,0.04518571184474728,0.04591656173741583,0.045395221498204824,0.04378531493059767,0.04159033779547141,0.03921697274907036,0.036868367899757434,736879.9807248526,843892.550879124,953378.0035100629,1072281.8136526486,1204715.4006457857,1330728.8099630845,1393094.4552990757,1344611.8874709965,1204194.0383629361,1023475.9146359231,0.029762217041086385,0.03369718443572788,0.037529740120990245,0.04151650488164223,0.04576430694536146,0.049791736971486235,0.05190896648822038,0.050607468235027715,0.04641888187831232,0.04049379096989927,611627.0641387308,790109.4688922592,989390.6228362004,1191086.9077920706,1390630.578143959,1583623.266533512,1647032.3463014052,1420365.048692974,1085183.8485325195,740301.111445026,0.024881647765983197,0.03227171038400047,0.03993760128734094,0.047278689794800176,0.053933964296168646,0.05968342515693428,0.061195878183001956,0.05377788847556624,0.042703297495482365,0.03009504922784571,765602.9472789965,943073.200598979,1094499.52139639,1223143.3819980489,1350169.869775279,1434375.725054414,1378996.6711144054,1208097.4045957092,1027880.0319126588,864307.1652999371,0.03124047644245015,0.038332903599709166,0.04373081687993522,0.047785909282993956,0.05135878920829011,0.053529052146132884,0.05153988136555385,0.04610413105174121,0.04026214118447066,0.034580806831334916,1000299.0227833547,1131804.4996290992,1264868.559153936,1347414.501877555,1338084.9533597743,1255807.8198136785,1156361.2047269635,1057067.426512054,946619.2779506877,815910.3438302678,0.03905055691198541,0.043293017702440255,0.04747928587316611,0.05019136510986938,0.050136224315890605,0.04793435706608738,0.045126534774099815,0.04204305079879582,0.038230422555328374,0.033348533535020194,909406.0912490549,1163308.304529479,1442936.7321035764,1642832.732330738,1608134.9437346258,1464937.1017861718,1315522.2412219213,1134994.0769179417,917292.2856794816,691013.5356095233,0.03645427951517464,0.04534850198422297,0.05443159910871085,0.06105740257692243,0.060653963792664654,0.0569397001600795,0.052441812362582954,0.04609226202648066,0.03749592028455475,0.027686300381310605
1333117.6780752449,1408051.6660520008,1465075.9472704937,1518613.7111497906,1551457.4034021394,1532428.3113260784,1471140.4861332015,1400906.0589889633,1336075.6777169008,1269477.4820377347,0.04792065894816445,0.050397212005022174,0.052197656745926524,0.053751960140625124,0.05462030494492758,0.0539809885561593,0.05210012348386741,0.04991078029152735,0.047787674621733,0.04556166020634123,1017576.3056615649,1161171.3723947438,1295622.8078646953,1419138.313483061,1541758.3813360601,1675640.0453267468,1753688.7212937586,1699460.175684271,1580477.9350014937,1398370.8312426577,0.03701853124450936,0.04200430087250896,0.046592271736517726,0.05081559652148928,0.0549196509503718,0.05920366201553375,0.061731668535864634,0.060277658222072185,0.05652514429477359,0.05037419103654878,842109.4211162853,1090254.3972878587,1366016.2382764274,1632178.6803053448,1846586.0362942535,2003750.1198124308,2067710.3398114305,1809317.7085351595,1475495.6166127452,1022693.8506291413,0.030511151606565017,0.03988251853052901,0.049677044821131805,0.05887532294256701,0.06613789893368639,0.07115882519583969,0.07270207328708157,0.06440449091617372,0.05307459553076485,0.03736608555558076,1054506.3060675284,1302234.4896173205,1506402.6332625707,1644181.167207713,1730884.7268335177,1805164.4683649342,1736103.9117951568,1557512.2388860986,1386935.2396242968,1190194.0378487865,0.038362467131857626,0.04753244571114808,0.054501886527379244,0.058993315767678155,0.06168812008759735,0.06363755321442159,0.06127648043135116,0.05555830563909322,0.04979492916189445,0.04308597097563693,1342940.098040435,1464820.2302564138,1595498.026991904,1696106.4707561661,1685841.9205197797,1619819.72010907,1551528.7866875976,1450827.3975210472,1307090.5616936223,1125679.402792951,0.04817519982728947,0.05229440885844072,0.05650024823324568,0.05969261201352992,0.059626042899075526,0.05778764455190088,0.05565440931813201,0.05238037205410504,0.04754449720500952,0.04119000542209761,1253643.2998948148,1559122.5363371489,1828095.743685667,2063282.2565720608,2036927.8621939344,1954707.6924644138,1808865.577573501,1567576.925960942,1263908.8081189736,949138.1849136633,0.045438233325036555,0.05591519816141891,0.06495479761974132,0.07254920758469316,0.07237607673525431,0.07005124254088829,0.06539225120385905,0.05720931237384271,0.04610256644526347,0.033682549624220244
1517040.3683316135,1654504.855376475,1749228.695820587,1802221.067206583,1816698.6036167073,1797425.4247404644,1748637.1316692424,1673523.7725197903,1576950.7529523778,1462196.188475375,0.05224614446918129,0.056475756276127845,0.059388876221126194,0.0610150843596147,0.06143607988498178,0.06079009825680241,0.059205009102783875,0.05681385693143195,0.05376256770452657,0.05018292108159552,1085553.27229052,1276079.8788792125,1471634.8952903808,1664505.268286574,1841211.35244893,1980003.8233830389,2051184.719194802,2022566.2003463914,1864281.2958627467,1570205.2583306723,0.03828411660722241,0.044491504661710486,0.05071706428972168,0.05685081138804619,0.0625012583594125,0.06700777546691333,0.0693742084994471,0.06852793689623045,0.06356278433371308,0.05431179987707971,854605.072994024,1129780.479080318,1459997.8456329997,1819034.6491644264,2159970.4413798177,2396562.632031378,2423823.4935342,2172532.195788114,1679972.0371329729,1076744.336632074,0.03034883412935383,0.0403167419058387,0.05145141744666293,0.06308370345192223,0.07381749710813386,0.08118955886146247,0.081885449056042,0.07364686150035106,0.057882111434079286,0.038240187923857645,1073498.2158959017,1367579.6351365438,1652593.7557049063,1897283.204506445,2066031.6850548876,2120906.4574073227,2045475.6828755236,1855008.139619307,1591600.152366915,1300970.2241738478,0.03825099122911801,0.048551444450620894,0.05764804527758977,0.06508022353296974,0.07016094232116421,0.07174423349119834,0.06921249381252441,0.06304749533050202,0.054676133216281196,0.04543978779592283,1551641.6075970156,1742431.8503797716,1894292.2702069539,1983572.327237634,1996875.615852891,1929731.6158667258,1794336.9609377559,1609214.7198857807,1394591.3650184057,1164435.2012335942,0.05320415748165531,0.05926306799997938,0.06414533076138429,0.06707947631205159,0.06759454511913929,0.06558858003386148,0.06151238497808196,0.0559041785133857,0.049175232796539466,0.0415812510622371,1364644.7888970748,1808186.6461963244,2188901.985784176,2417154.698446172,2440938.4933752487,2279862.1164435777,1996865.6173782186,1651795.9086857156,1290183.4045776457,951052.7456507866,0.047758203795809466,0.06194476049323156,0.07416255191142464,0.0816703375889934,0.08268991997661043,0.07798255579715486,0.06951821465615321,0.05858875790304365,0.04606594019575689,0.03318081534204924
1040835.075671739,1138292.1704032025,1220462.2012964538,1277691.7976634721,1300295.1506956604,1285555.1873076719,1238053.327785563,1167603.8623604288,1086264.3775856688,1001994.545734293,0.037937464007923326,0.040843988363208586,0.043206784928641724,0.04479583837073846,0.04537022765501186,0.04487224333631878,0.04342563157305869,0.04132413301039727,0.03887660577071952,0.036320083860005396,766389.2544766867,884839.7420905859,1009455.0112834203,1143869.4123962186,1284790.9530065309,1408680.980031052,1469390.1524738378,1428182.5959891651,1285282.4265596056,1080015.5059032224,0.028742874328167124,0.03276831311639984,0.03682721722148722,0.041094052581422166,0.04546843757216502,0.04930759992094474,0.051276013548092796,0.050210679708563466,0.04600840895739083,0.03960788464296426,629659.1208445523,816425.9685460584,1029446.8536795478,1254066.2401341412,1482842.5009946506,1685407.9844811333,1737471.491519135,1516046.5410965206,1149792.235566129,767608.863553835,0.023833636804686698,0.03100648296507037,0.038584716821824794,0.04614778954258109,0.053349266808386156,0.059294729622013334,0.060480628972773384,0.053498074117695305,0.041924845571831335,0.028991305783709866,788548.7989163902,977184.0382440675,1147001.749388369,1300475.997506307,1440197.289744551,1515197.2127161077,1458231.839261886,1289235.7143346278,1091336.040038385,904817.5355660489,0.029938136391080866,0.036910025270758505,0.042506812809817655,0.047099222196889945,0.051023392138213254,0.05293366695416509,0.051001749450532076,0.04578664883646342,0.03962412727092729,0.03358318330177934,1063859.0704552152,1208265.8516987066,1341737.0499231638,1421136.072168637,1417848.7038170963,1340411.3388296845,1230120.6852926454,1111396.9391267507,984530.27260088,842786.392421489,0.03850308930360688,0.04298681282848507,0.04707573607569082,0.04957785701718862,0.04967922206894649,0.04760855611473984,0.0445050162730846,0.04098441912778464,0.036922103190386954,0.03203260926848588,950890.0257635274,1238432.1140365945,1536734.3992455902,1732836.978949991,1713077.0847336887,1561564.0018995309,1381112.2245038643,1176969.094088575,945240.0157128599,709723.3486504037,0.03536412218686794,0.0447560497891319,0.05409569984064922,0.06033496126238173,0.060292505756394145,0.05627975262120285,0.05105191367357943,0.044407837435794975,0.03594719957392478,0.026467239016383058
1218415.7259821447,1298448.6876103007,1379214.813398815,1461003.3221133358,1509714.0686831453,1490099.6310014585,1413325.043897822,1319291.4908288342,1235111.244653186,1162191.6822106543,0.044495944897374684,0.04695789541140101,0.04927089724684344,0.051498978419770025,0.05275583754593166,0.05211041477326082,0.049864023620218204,0.04712063664580434,0.04458461844011765,0.04230752862745696,929662.548542732,1059941.1545395986,1183758.2393474395,1307011.758060985,1451801.4815833054,1618749.4756933446,1707451.1227091409,1625693.3923460222,1461585.217641086,1276766.347934606,0.03457545858891041,0.0390935088331974,0.04325757630958419,0.047311795191555324,0.051848102276190876,0.05689047955673002,0.05965435602889899,0.057529105698920016,0.052757043093827026,0.046797923927225066,771255.4937514442,997374.4812250704,1247935.0091394193,1489926.4404107775,1698212.6901409407,1909426.3871934148,2018885.1814167234,1708707.6698644732,1347735.2964016418,934799.9741244505,0.028719666794123726,0.03740454824001617,0.04638990690378764,0.054725495936594176,0.06152953834267437,0.06771219578242746,0.07036795272820555,0.060888979859721214,0.04924890985066584,0.034957242468699634,965608.581238241,1190538.6307896352,1375135.296359568,1505921.255890665,1627222.2159946195,1752256.9323498176,1680895.696555361,1457480.1055476156,1269115.8419457546,1086587.8222843541,0.03608818698339049,0.04449208502737157,0.05073655189777443,0.05479015500196106,0.05817713941633852,0.06136177706979761,0.05897831695492146,0.052239533440409956,0.04624059102795517,0.040127339781374644,1230487.7192711753,1366610.41533284,1532761.5746575969,1651784.1588139683,1624583.6281175974,1515055.954732788,1421828.235374062,1324305.103128229,1194177.0087493898,1029877.7238002056,0.04475015770088572,0.04907253912684178,0.05408099163921071,0.05769203905417883,0.05719676467884804,0.054315058610051745,0.05169890845468172,0.04870775287517727,0.04440775980710424,0.03864185747135402,1144557.8603698025,1429093.2545489657,1738608.4051906774,2014107.0324215172,1937038.1948295673,1794129.8279687641,1650997.7472471748,1432871.1218443445,1157165.0117421874,870072.432029038,0.04233307917121951,0.051932967479871556,0.06171980525412864,0.07021334739378803,0.06876217634270157,0.06509000190083593,0.060826995684929906,0.053521587674726354,0.04334603450469971,0.03180089125563831
987603.8676064439,1061557.4157053821,1117574.3901666664,1153108.041813517,1164737.0294463704,1152104.1082052458,1118208.2621121788,1068754.8994248942,1009965.170892547,945628.3373852795,0.03737869397288873,0.03976524673794757,0.04157438259392045,0.04272457787255024,0.04308317164892948,0.042622170738744525,0.04143560802302044,0.039752197103909113,0.03777272263175325,0.035647887888905,741143.8184252722,849990.6419252029,958760.7210539709,1068356.1155144863,1176173.7484996517,1268058.2063882041,1316014.7612791285,1294039.60554455,1194899.651025449,1030325.9713095614,0.0287304994649234,0.03258079106604395,0.03630932710510401,0.04004798264789364,0.043742746505744765,0.04695772512535416,0.048689912666625014,0.048005180957223684,0.04470162374295298,0.039177162863397876,612759.4084005133,792879.7996086676,995201.1862298991,1199525.4044893598,1387613.5668778615,1529683.8181615814,1551550.0122932494,1383147.2415774453,1091759.5919467707,743926.1785696446,0.02395712552329464,0.031104415989499236,0.03855737230759325,0.04573515451612951,0.05205747482607643,0.05673721997632662,0.057314066288377416,0.051345041451663916,0.04132376377861989,0.029030736988659954,767189.4929371625,947385.0925252145,1102332.710034558,1226100.107686312,1320069.9701662953,1359722.4207685802,1310884.182542704,1185974.3778383587,1031562.2959342578,870357.7410469174,0.030084439571792004,0.03697186123547714,0.04227858600698798,0.04619584734149379,0.049125480376263866,0.05032050854628005,0.048533987515203464,0.044184506361300335,0.03893462278630256,0.03342629397933245,1002255.9634155075,1114065.1693076305,1212242.0525537778,1272516.4698686583,1278380.5645508214,1233341.852124314,1158413.011636464,1064694.5181398846,952076.5711933603,818648.0844880856,0.03774516018284909,0.04154308286583442,0.04493000328839186,0.047070427531870636,0.04735677099062981,0.04594835543948749,0.04361613743765052,0.04066480504516655,0.03690544882760724,0.0321396004637297,915732.836945002,1165096.9001791468,1396304.3573947805,1547900.1600883536,1556313.8797846793,1464915.238938356,1325235.0801848415,1140527.4090803894,919402.5389647504,691469.53884121,0.03523010789094888,0.043829978018619,0.05179540384704495,0.057189249728461025,0.05772129133602603,0.0550055136558535,0.050715176550273695,0.04446395765682153,0.03611327448610274,0.026639345324037028
1409502.2213246995,1486555.513441937,1541176.1648209754,1600518.3956178825,1645820.2308272065,1624193.6468137223,1549751.8183006006,1473610.0904823956,1409923.3370180728,1341817.5038427035,0.04906212061485326,0.0515351590903988,0.05330396999822572,0.05509585466767515,0.056362971864287625,0.055656767522683434,0.053372667516743334,0.05096765317996919,0.04885453073818706,0.04662578027821501,1077011.8038906534,1228434.545080946,1369941.5626586175,1498578.3835477997,1621789.1298947698,1769206.884199596,1860550.6226231167,1788355.1291325858,1667717.4949575162,1478869.6151024823,0.0380415362945176,0.04308104129158,0.04770597961593683,0.05196741194308241,0.05608335604446345,0.060803238622561415,0.06371239856319975,0.061669921321648405,0.057786666283370966,0.05160388432635738,891934.2334537412,1154431.9187464244,1445734.2582739028,1726344.5759748318,1950403.0029475638,2106772.0537232086,2195040.8629413983,1902402.4585111304,1560128.1239825317,1082697.14416996,0.03144961886410938,0.041064347119281135,0.051041728031769304,0.06033538573930713,0.06764351240026957,0.07271526448898086,0.07508594806401289,0.06575100101509486,0.054336020854593464,0.03843724892983004,1116842.7351868574,1378614.3424727393,1593687.4162821681,1737742.925881114,1821054.2037920635,1911009.280607741,1835294.2471848775,1639839.7008524567,1466087.3343388522,1259211.8227872124,0.03953722795881419,0.04889774646903184,0.05590372914769296,0.060366735150243794,0.06299503824130806,0.06553685265376825,0.06301262666668153,0.0567473609687416,0.05096443083758187,0.04420351993105199,1419288.2549858126,1543046.1092707678,1680827.6189054844,1799760.0606151654,1777938.6795613193,1705569.3975622351,1639685.6815483079,1534650.5633765103,1383415.3964280533,1191966.5735800124,0.04929530817088721,0.05342226856538216,0.057884284118552336,0.06161818723119644,0.06116204770342465,0.059024814124355056,0.056945974235559145,0.05369371442394659,0.04885683399351918,0.04241497549998077,1326449.8174958022,1647615.8311999443,1921894.3462722397,2190411.1275168834,2141295.8925129375,2065198.2610242094,1913535.4129330153,1659462.547304747,1338586.4672039526,1005330.3449192028,0.04663071585494777,0.057205421215590475,0.06635591574745557,0.07492993914489245,0.07393035404981482,0.07165248034691783,0.06705092115895142,0.05884119481813309,0.04750941315910649,0.03472312499511048
1473418.7984579473,1589974.366540625,1673006.3734400172,1721409.0672032584,1735026.373935666,1716534.7950720717,1669879.788566084,1600065.6286323932,1513242.938789202,1413577.7416723305,0.05161842416345661,0.05509661162597981,0.05749022040053319,0.05882763911921283,0.059139573490255434,0.0585216154989654,0.05708113805242147,0.05497854821761224,0.05235249760834531,0.04932999852807607,1090326.3871694831,1259247.082276091,1430058.509231449,1600116.4021089477,1760783.2869265715,1891472.3593087245,1959803.8284877406,1933097.488832888,1789843.4183242938,1533407.9865789586,0.039062955102424815,0.04467070567617953,0.050141829067058656,0.05549665002440341,0.06049345710436121,0.06457921215929831,0.06680297234517232,0.06615741821664846,0.06191828576391507,0.05397048821020352,891031.0273673106,1158412.3804951205,1464673.3975847175,1782490.7140560567,2077916.190972433,2287779.469756199,2311383.7017133012,2072147.5638288409,1629581.4592232571,1091046.9533235403,0.03194564234123207,0.041865899687458685,0.052441992300844606,0.06290486326163784,0.07213009535918329,0.07832661316650433,0.07867403795186612,0.07107372844215833,0.057140856060064624,0.039323705608083424,1116351.9344807165,1388466.2423122802,1632393.6193371606,1833213.1033221008,1976351.134941494,2026245.6216446206,1954354.5183095771,1776029.9197238171,1541039.2465713283,1287758.2882894366,0.04017956697644524,0.05000220130965542,0.057931911770033054,0.06392993531511193,0.06794091471329478,0.06910613236591227,0.06669544504660409,0.06114098049528557,0.053832773189067096,0.04575111616384462,1498730.137432072,1668760.9273873752,1809898.850951628,1895032.7810412413,1907694.4479985745,1847235.3021391416,1732492.0022199075,1580544.581122301,1400644.522667663,1195558.1946060641,0.052240470515742723,0.05751463213347739,0.061874395688503794,0.06458512150465733,0.06516830247824193,0.06359902464352675,0.06037389446420408,0.05587367694659436,0.05017195983342634,0.0432272937730353,1353668.3815274762,1743457.2453547383,2089131.3238873093,2305722.10348586,2328904.675444977,2193801.4343416695,1965396.632116322,1672915.49947864,1338686.6414538093,1002419.4227636482,0.048185878359263114,0.060716187282575385,0.07155119410527003,0.07849227170982723,0.07975375667641359,0.07625880193754019,0.06963112086146253,0.060216887146016265,0.04830189442149385,0.03521689974938632
