LOS_0_0,LOS_0_1,LOS_0_2,LOS_0_3,LOS_0_4,LOS_0_5,LOS_0_6,LOS_0_7,LOS_0_8,LOS_0_9,LOS_0_10,LOS_0_11,LOS_0_12,LOS_0_13,LOS_0_14,LOS_0_15,LOS_0_16,LOS_0_17,LOS_0_18,LOS_0_19,LOS_0_20,LOS_0_21,LOS_0_22,LOS_0_23,LOS_0_24
219518358.86395767,238577810.96791995,257698451.94410053,277489646.3377268,297495959.7934113,316881964.1464096,335132092.9293733,351552522.6864211,365952196.2004927,377547951.2869666,386025106.8421985,391135325.41039735,392892373.92107,391623970.102009,387894006.57106113,382011304.7742595,374426842.9772163,365573350.8806284,355099308.01513934,342578044.127044,327547896.21505046,308824878.3790323,286107018.3901532,258822703.20370138,226634771.77619195
217556386.97998062,236408443.00678942,255328522.78591576,274929468.004898,294777546.0449316,314064567.8582321,332307886.37049645,348845932.51595634,363517304.8224643,375548279.9955064,384599229.3370235,390346238.6136074,392690990.53197974,391847945.55770206,388340006.09141797,382529538.5332303,374956513.1175399,366083145.9187088,355446452.03394175,342496445.61009383,326775373.9120336,307309465.6622914,284058835.6517549,256586321.58718273,224535453.96385413
225825716.82704377,245582281.18569687,265404989.50797376,285912400.3340137,306608372.50565445,326607809.0876779,345343810.2901618,362071825.99528414,376554284.7975832,387970822.3173393,395996502.1746835,400416342.489338,401315173.2009624,399142084.34984744,394602006.2965726,388138897.55683637,380322857.23333454,371626331.9348857,361658415.9489798,349852763.5518698,335542899.9793221,317291128.76328456,294598002.4628205,266809699.45095846,233625897.20664683
207901253.3539516,225568870.66193908,243235575.5305452,261471957.3377028,279876488.75303006,297686068.48624754,314462220.91865563,329598572.12465185,342999344.50043654,353991969.58900625,362353814.2269396,367873708.48273605,370532046.9603578,370498462.96587133,368075290.61603713,363256329.6276085,356200155.9737811,347245329.0282194,336196650.4529057,323012452.18861294,307673727.32153976,289379183.0227155,267950639.06677613,242730497.79337603,213176740.45132262
211802647.565946,229951524.65510154,248129259.4511943,266924977.2497881,285926435.77335274,304355932.4222968,321763886.6087708,337531931.7194638,351555465.6518996,363143081.1356443,372048842.6556092,378009124.1182847,380837366.74797547,380399691.34765786,376677903.56133294,370260360.17757475,362688877.5642487,354784427.12373054,345032605.5009659,332106380.5294482,316205310.4567239,297030850.71527106,274631614.144928,248392205.94219115,217785359.9116272
218174539.55479798,236840913.5756544,255461817.07029074,274610805.0199315,293812957.32694376,312224693.79861933,329331257.33437335,344457930.9457849,357453083.2712113,367613839.60267276,374731857.917016,378677216.80072254,379565862.7303941,377776386.1675871,373851025.1866646,368015161.8382544,360637171.76057255,352125491.61572945,342219167.10434115,330647960.8361676,317056978.5527763,300236674.31508994,279643151.62102336,254403036.20992723,223920329.65657958
223024517.99348798,242547380.09448567,262178190.31081453,282555407.01907516,303230676.9631009,323377446.3582769,342503745.8143066,359943988.302466,375550082.18205297,388559014.32112336,398639179.4552309,405413714.485802,408522508.93098843,407777674.41255766,403415946.06694895,396328905.5968942,388219241.0686254,379952684.3277327,369937909.7007268,356498484.2389674,339347783.7156489,318219617.80520767,293424900.8257144,264489466.35078532,230975890.84275457
223507722.7422558,243081987.56183544,262760482.4929968,283177057.780345,303870309.1089157,323992560.496566,343013955.39842975,360212980.5713529,375349822.44637966,387551102.60695255,396375718.4436541,401432694.35901415,402628940.19736373,400327123.20335835,395352754.9543438,388458619.89593726,380549385.2306003,372207272.9832494,362753097.9654116,351145316.067935,336398840.3316043,317187469.8372067,293448652.0870044,264922703.53634334,231477105.09602514
215494758.05557448,234095673.62626132,252751441.67744628,272067355.21641463,291619125.0305213,310612574.66469,328582995.3612137,344893462.61999476,359417837.2736981,371428435.13983566,380631804.42055994,386726526.07179207,389581167.0406401,389308576.84901494,386293699.2081855,380798192.6126211,373319758.40447235,364308511.14611375,353289304.504458,339801679.0506924,323599352.61267436,303927869.63919514,280797860.8407879,253685695.59990305,222124865.7725821
201705378.12376,218617930.94880307,235488127.5735008,252860619.8036491,270355457.72569036,287238409.8012711,303096710.7231503,317351442.8588896,329928784.2675244,340183019.5855701,347904519.84049666,352874399.0594729,355053202.6273647,354599448.4146261,351860745.0411311,346934406.88969225,340099368.75649667,331737867.5272946,321557570.22310853,309368074.02638274,295060283.3730685,277876346.0748483,257702242.4163917,233904624.07965758,205916219.79251477
232767558.39726853,253466363.46783262,274329190.4176145,296028096.0171704,318069690.73307276,339565388.2181079,359953871.9991567,378486826.28554904,394920446.40664387,408384390.1631143,418473384.664943,424856104.95987475,427474809.04304516,426631782.4496411,422910531.33836746,416691634.4158903,408509105.06409806,398816450.9239384,387192255.12028044,373087386.47918826,355954825.96157235,334577081.13580084,308761164.34568185,278074778.00949347,242306825.95080885
231998205.87229845,252619788.60680526,273412564.9512829,295054431.2999962,317068121.2027193,338587948.4903146,359087770.3801527,377863190.1050856,394729052.54619145,408862372.8794925,419862761.0761055,427285206.5551299,430735997.85326296,430089213.3857355,425739684.25349694,418583145.72861993,410133561.2419919,401183729.5007884,390355083.18306047,376071833.94127184,357811059.4956168,335143473.212863,308448855.6033888,277361360.13346225,241523803.9203128
213101588.27733707,231397090.795977,249722105.10658005,268665807.4235127,287803846.4357318,306342044.63978505,323808757.42254037,339559132.7096967,353454424.01504016,364769983.68372303,373237034.45179117,378620709.70789534,380909277.64227736,380338921.49133337,377331088.2518964,372028401.29981846,364728843.6897427,355815796.873774,345015904.75446516,332102113.1774104,316849366.1226802,298290573.5714434,276209469.06838536,250003090.75851497,219228747.45954263
227511528.4645203,247488714.77480525,267561908.01798376,288372742.05157506,309442203.62958354,329908970.63498616,349247334.23017883,366760175.8065952,382274778.63827133,395021901.5405854,404707665.65356743,411092078.31980795,414153964.2789923,414114051.4086954,411339600.5144046,405906847.2377291,398060560.9033975,388160567.35256183,375973937.7410035,361355908.9711348,344164447.2225714,323415075.581352,298840578.56398636,269775305.08401686,235756023.1468523
215655271.17312443,234275719.81604633,252952027.51906,272290064.62483376,291864814.4931646,310881132.80334616,328873456.5748966,345204570.34992844,359750912.9265069,371794369.0973264,381066152.3494652,387312331.48152125,390472717.9303026,390697818.3031639,388293686.1850027,383289316.6994842,375888814.051554,366442175.06667125,354714194.056077,340599538.42964303,324043417.96786183,304236550.06660354,281057754.9758962,253911599.9425901,222312393.7752044
