z_eff_0,z_eff_1,z_eff_2,z_eff_3,z_eff_4,z_eff_5,z_eff_6,z_eff_7,z_eff_8,z_eff_9,z_eff_10,z_eff_11,z_eff_12,z_eff_13,z_eff_14,z_eff_15,z_eff_16,z_eff_17,z_eff_18,z_eff_19,z_eff_20,z_eff_21,z_eff_22,z_eff_23,z_eff_24,z_eff_25,z_eff_26,z_eff_27,z_eff_28,z_eff_29,z_eff_30,z_eff_31,z_eff_32,z_eff_33,z_eff_34,z_eff_35,z_eff_36,z_eff_37,z_eff_38,z_eff_39,z_eff_40
10.691132,10.685604,10.669133,10.641887,10.604039,10.555772,10.497275,10.428767,10.350621,10.263309,10.167312,10.063065,9.950487,9.82924,9.698989,9.559417,9.410219,9.251078,9.081816,8.902448,8.710138,8.506508,8.29319,8.070581,7.8393917,7.600268,7.3539343,7.0959816,6.8275766,6.554236,6.2763705,5.994691,5.6765833,5.3542757,5.0249624,4.5991316,4.089479,3.6018124,2.631968,1.4917421,1.0283378
9.559118,9.544853,9.502999,9.434978,9.342227,9.226206,9.0884,8.93042,8.754874,8.564972,8.36395,8.154979,7.940596,7.7229967,7.5043406,7.2863803,7.0703206,6.8572664,6.647981,6.442742,6.2398973,6.040373,5.8447084,5.65257,5.463624,5.2774267,5.093572,4.908555,4.7223096,4.5374255,4.353428,4.170113,3.9673023,3.7639835,3.5580506,3.2948563,2.9815252,2.6816795,2.073077,1.3409897,1.0261182
8.922433,8.896223,8.821398,8.703675,8.548798,8.362533,8.150686,7.9190855,7.6734467,7.419418,7.1626554,6.908515,6.6597743,6.41788,6.1842256,5.9597964,5.7450385,5.5402946,5.3455753,5.160427,4.9829,4.813051,4.6506248,4.4947033,4.344415,4.198828,4.0571046,3.9161682,3.7755616,3.6369166,3.4996078,3.363291,3.2127373,3.062046,2.9096222,2.7145514,2.4820979,2.260062,1.8069265,1.2599244,1.0252649
10.251974,10.243561,10.219573,10.181886,10.132383,10.072953,10.005489,9.931818,9.852938,9.769355,9.681579,9.589981,9.493678,9.39115,9.280896,9.161704,9.032735,8.893173,8.74251,8.580665,8.40463,8.216102,8.016849,7.8073635,7.588453,7.360866,7.125423,6.8777523,6.6191177,6.3551526,6.0863504,5.8134985,5.5042176,5.1907034,4.8703437,4.454751,3.9567285,3.4814262,2.5447497,1.4544038,1.0250804
10.6122675,10.58137,10.495764,10.366082,10.202979,10.017131,9.819239,9.619374,9.420757,9.222501,9.023678,8.823412,8.621125,8.416381,8.208749,7.998404,7.7863135,7.5734406,7.3605685,7.148224,6.9348674,6.721838,6.510143,6.299836,6.0909553,5.8834,5.6770716,5.4683876,5.2575493,5.04764,4.8383074,4.6294503,4.398568,4.166961,3.9322424,3.632967,3.277032,2.935607,2.2394078,1.3970994,1.027218
9.158802,9.138293,9.079107,8.98477,8.858825,8.704841,8.52642,8.327298,8.1123295,7.887038,7.656959,7.4273763,7.2014956,6.9814453,6.7692876,6.566199,6.372187,6.187129,6.010479,5.8410873,5.676233,5.51546,5.358188,5.2032104,5.049658,4.896692,4.743672,4.587419,4.427814,4.267279,4.105551,3.942659,3.7603877,3.5762055,3.3883321,3.146573,2.8575835,2.5800838,2.0118506,1.3245249,1.0258926
13.204732,13.072026,12.717822,12.208042,11.608698,10.985875,10.405677,9.929152,9.564739,9.289336,9.079397,8.912182,8.771618,8.645029,8.51996,8.388878,8.250672,8.1046715,7.9505014,7.7882075,7.6154995,7.433824,7.2446938,7.048575,6.8460846,6.6377444,6.4241266,6.201483,5.9707294,5.7364225,5.498833,5.258489,4.9878616,4.714032,4.4345922,4.073917,3.642556,3.229787,2.4048333,1.4299369,1.0290333
9.886221,9.872621,9.832454,9.766681,9.676276,9.562238,9.425589,9.267476,9.090027,8.895958,8.688018,8.468944,8.241212,8.007155,7.7690787,7.5290327,7.2887197,7.0497484,6.813433,6.5806684,6.3503685,6.1240497,5.902769,5.6866493,5.4756866,5.26971,5.0684977,4.8686666,4.6702294,4.475698,4.2845235,4.096351,3.891446,3.6881921,3.4845507,3.2276533,2.923827,2.6343615,2.0483701,1.3405246,1.0312953
14.617613,14.473902,14.084435,13.511775,12.818591,12.067657,11.321814,10.640533,10.047924,9.546834,9.139726,8.827052,8.593045,8.413775,8.265515,8.131614,8.00466,7.877949,7.746706,7.608892,7.460634,7.3022494,7.134851,6.958676,6.774295,6.5822515,6.3831778,6.173782,5.9550653,5.731401,5.50318,5.271032,5.009005,4.742721,4.469717,4.117355,3.6955879,3.2892754,2.460015,1.4600327,1.0246382
13.381808,13.357605,13.288716,13.180733,13.039258,12.869921,12.678376,12.47018,12.249548,12.019903,11.784673,11.54699,11.307335,11.0648365,10.818619,10.568128,10.313216,10.05372,9.789693,9.521486,9.246163,8.965864,8.68257,8.396769,8.109067,7.8199306,7.5298095,7.233612,6.932224,6.631011,6.3299265,6.029201,5.6948776,5.359918,5.021413,4.5881047,4.0722566,3.5815952,2.616309,1.487139,1.0328859
9.567591,9.550789,9.502407,9.425487,9.323084,9.19827,9.054139,8.89386,8.721175,8.540175,8.354961,8.169404,7.9853964,7.8038173,7.6255074,7.450759,7.2791348,7.1101127,6.9430246,6.776989,6.6090956,6.4395804,6.2686586,6.095695,5.9204063,5.742512,5.5618815,5.374968,5.1821303,4.9868526,4.789119,4.589202,4.3642006,4.13643,3.903783,3.603332,3.2437613,2.8991058,2.2033622,1.3735307,1.024758
11.99951,11.977094,11.912414,11.809331,11.671731,11.503528,11.308672,11.091248,10.856418,10.609983,10.357762,10.1052685,9.855486,9.610098,9.370719,9.138047,8.9115715,8.690647,8.474311,8.261139,8.047201,7.832431,7.6167336,7.398994,7.178629,6.955096,6.7280965,6.4931393,6.250616,6.004876,5.7559085,5.5040717,5.2207007,4.9337435,4.6405478,4.2622857,3.8098688,3.3758726,2.502685,1.4638904,1.0277615
11.511294,11.49333,11.441116,11.357185,11.244087,11.104398,10.940726,10.755816,10.553511,10.338308,10.114728,9.887103,9.658144,9.429724,9.203661,8.981045,8.761998,8.546523,8.334265,8.124353,7.9135194,7.7020226,7.489945,7.276361,7.0607247,6.8424816,6.621281,6.3927584,6.157188,5.918601,5.6768813,5.4322886,5.157289,4.8785543,4.5933685,4.2256627,3.7858415,3.362678,2.5028286,1.470049,1.0247262
11.212073,11.177627,11.079727,10.926555,10.726322,10.487281,10.217727,9.92604,9.621102,9.312084,9.008143,8.717791,8.44425,8.188041,7.949592,7.728118,7.521244,7.3264575,7.1411505,6.96257,6.785824,6.6098237,6.4338393,6.2563305,6.0765224,5.893792,5.707799,5.5146747,5.314788,5.1119523,4.906234,4.6980104,4.4628997,4.224854,3.9818075,3.6671276,3.290229,2.9301233,2.2123535,1.3673345,1.0253302
10.716459,10.712013,10.698781,10.676922,10.646601,10.6079855,10.561254,10.506571,10.4438925,10.37305,10.293889,10.206222,10.109449,10.002772,9.885405,9.756765,9.616531,9.464383,9.300216,9.124216,8.933802,8.730748,8.516838,8.29263,8.058974,7.8166375,7.5664487,7.304156,7.0309954,6.7524714,6.4690228,6.1813765,5.856958,5.527898,5.1911993,4.7566376,4.236761,3.737362,2.731426,1.5328165,1.0255903
12.979432,12.967982,12.933693,12.876658,12.7969885,12.694807,12.570265,12.423614,12.255938,12.068828,11.863905,11.6428175,11.407252,11.158902,10.899451,10.630548,10.353764,10.070606,9.782472,9.490582,9.192954,8.8921795,8.590457,8.288508,7.987038,7.6865487,7.387483,7.08489,6.779568,6.476594,6.175823,5.8773336,5.5483427,5.2205267,4.891227,4.4726777,3.9758935,3.5044854,2.5773277,1.4886699,1.0452067
13.6953125,13.679718,13.63335,13.556839,13.45083,13.315998,13.153047,12.962821,12.7472925,12.509114,12.250976,11.975587,11.685578,11.383524,11.071978,10.753333,10.4297495,10.103288,9.775755,9.448595,9.120036,8.792734,8.468786,8.148791,7.8332167,7.5222917,7.216153,6.909717,6.6034594,6.301931,6.0046554,5.711389,5.3905296,5.072119,4.7533402,4.350166,3.8729749,3.4203115,2.527982,1.4761081,1.0420004
11.088034,11.06289,10.991187,10.878536,10.73057,10.552953,10.351385,10.131648,9.900028,9.663112,9.42748,9.199247,8.9807005,8.772164,8.573893,8.385214,8.204234,8.028951,7.8573008,7.6871357,7.5142975,7.3381577,7.1583796,6.973847,6.7841544,6.589007,6.388364,6.178623,5.9603806,5.73765,5.510637,5.27984,5.0198445,4.7555676,4.4844704,4.135144,3.7172143,3.313635,2.4832344,1.4738208,1.0246373
15.29299,15.28092,15.244727,15.1844425,15.100109,14.991791,14.85958,14.703683,14.525232,14.325924,14.10749,13.8716755,13.620149,13.354523,13.076405,12.787305,12.488585,12.181536,11.867313,11.546885,11.217305,10.881282,10.541114,10.197333,9.850567,9.501243,9.149791,8.78998,8.422759,8.05454,7.6852016,7.3150125,6.902375,6.4874735,6.066394,5.5265245,4.8832965,4.2687373,3.0510542,1.6190481,1.0317849
10.757074,10.726147,10.638936,10.5038185,10.3292,10.123516,9.895243,9.652812,9.403941,9.155905,8.915952,8.690672,8.481252,8.28613,8.103689,7.931744,7.7673645,7.6075664,7.4496913,7.291538,7.128696,6.9608645,6.788218,6.6100416,6.4262795,6.2369733,6.042346,5.8387046,5.6268225,5.411018,5.19157,4.969027,4.717436,4.4624534,4.2018867,3.864495,3.4603696,3.0739136,2.3030589,1.3947631,1.0254271
14.917827,14.904195,14.863724,14.797057,14.704853,14.587791,14.446579,14.282049,14.096062,13.891098,13.669671,13.434252,13.186797,12.92899,12.662492,12.388659,12.108421,11.822627,11.531897,11.236528,10.932792,10.622804,10.308314,9.989307,9.665983,9.338408,9.006754,8.664448,8.312329,7.9570007,7.5984063,7.2369695,6.830264,6.419575,6.0011287,5.460388,4.8138123,4.196836,2.98565,1.5794281,1.0264603
12.697135,12.634919,12.461502,12.196759,11.860613,11.473044,11.054088,10.623399,10.196159,9.784845,9.401858,9.058314,8.754837,8.486715,8.249154,8.036997,7.8446326,7.6664243,7.49737,7.3333726,7.1680975,6.9999795,6.8283463,6.651681,6.4694796,6.2814617,6.087644,5.8841553,5.6717505,5.4548883,5.2338977,5.0093937,4.754873,4.496665,4.232609,3.8900335,3.4793577,3.086939,2.3070807,1.3920107,1.0246366
9.717011,9.71047,9.690939,9.658564,9.613495,9.555896,9.485941,9.403866,9.310367,9.206424,9.093034,8.971171,8.841511,8.704569,8.560859,8.410784,8.25459,8.092487,7.9246464,7.751176,7.56966,7.381468,7.18783,6.9888706,6.7849207,6.5762386,6.3631554,6.1416492,5.9124703,5.6800904,5.4446554,5.206606,4.938263,4.6667724,4.3897085,4.031479,3.6027584,3.192898,2.3765905,1.4155896,1.0250101
9.153192,9.149533,9.138384,9.11948,9.092566,9.057389,9.013709,8.961322,8.9003,8.830887,8.753341,8.667907,8.574657,8.473572,8.3646345,8.247804,8.122998,7.9901195,7.849116,7.6999984,7.5404916,7.371848,7.195278,7.010999,6.819494,6.6211915,6.416605,6.202113,5.9786205,5.75059,5.5183363,5.282441,5.0160327,4.745607,4.4687123,4.1108365,3.6823466,3.270759,2.438958,1.4456477,1.0247673
9.88399,9.863588,9.805079,9.712516,9.5899725,9.441546,9.271368,9.083575,8.88208,8.670657,8.453092,8.233026,8.01287,7.794391,7.5793066,7.368846,7.1635933,6.964025,6.7702127,6.5816517,6.3962445,6.21406,6.034897,5.857873,5.6822963,5.5074325,5.332693,5.1548023,4.973619,4.7915707,4.6082764,4.4236646,4.218233,4.0103807,3.7978222,3.5258567,3.2013743,2.8869467,2.2263849,1.4070342,1.0248299
10.979962,10.944627,10.8438835,10.685639,10.477839,10.228469,9.945564,9.637299,9.3128805,8.982121,8.65483,8.3402,8.04242,7.7631125,7.503785,7.2644815,7.0433235,6.838254,6.6468744,6.466303,6.2920375,6.1224227,5.9560585,5.7909713,5.625956,5.459971,5.2923007,5.1195893,4.9418416,4.7618904,4.579613,4.395192,4.188413,3.978825,3.764383,3.4886134,3.1589606,2.841049,2.184458,1.3834846,1.0257808
9.705324,9.660367,9.533493,9.33672,9.082105,8.78175,8.447808,8.0924835,7.7280293,7.366716,7.020783,6.701528,6.41259,6.1537013,5.9244723,5.7229857,5.5453224,5.3874106,5.245202,5.114685,4.990664,4.870696,4.7530165,4.635507,4.5170217,4.3966703,4.273898,4.146216,4.013747,3.8788302,3.7415195,3.6020887,3.445012,3.2855392,3.122232,2.9115045,2.6591275,2.4161677,1.91277,1.2977334,1.0246373
9.721181,9.6928,9.61269,9.488419,9.327572,9.137765,8.926644,8.701745,8.4691305,8.23398,8.001459,7.7763505,7.560184,7.352828,7.1541033,6.963596,6.780578,6.6042595,6.4336753,6.2676153,6.1028037,5.939145,5.7764807,5.6138024,5.450461,5.285833,5.1194925,4.947752,4.770763,4.5917897,4.4107323,4.2278123,4.0212092,3.8122513,3.599141,3.3227506,2.9914823,2.6757684,2.0492568,1.315502,1.0246727
12.6951275,12.668943,12.593191,12.472085,12.309864,12.110804,11.879224,11.619563,11.337038,11.0373335,10.726162,10.409047,10.089856,9.771581,9.45715,9.148832,8.848011,8.55592,8.273202,7.9996724,7.732502,7.472366,7.2194,6.972579,6.7309546,6.493472,6.2592087,6.023181,5.785054,5.5481734,5.311814,5.075678,4.8129206,4.5488234,4.2806497,3.93622,3.5253549,3.1324568,2.3456738,1.4128517,1.0254176
9.655155,9.6036625,9.461018,9.244996,8.9734125,8.664129,8.335047,8.003587,7.681869,7.378812,7.103246,6.862881,6.6563015,6.477473,6.3203406,6.179479,6.050286,5.9282417,5.8096957,5.6922255,5.5719094,5.4481254,5.320896,5.1896234,5.0542264,4.9147053,4.7711997,4.6209865,4.464612,4.305232,4.143046,3.978465,3.7923527,3.603644,3.4107423,3.1608517,2.861325,2.5747697,1.9970332,1.309596,1.0246623
10.04458,10.016659,9.936131,9.807861,9.636747,9.427718,9.18575,8.916011,8.625299,8.32138,8.012035,7.7047253,7.4042315,7.113943,6.8371525,6.5758886,6.3305182,6.1012154,5.8874626,5.687759,5.4990644,5.3203807,5.1504455,4.987397,4.8297167,4.6759257,4.5248013,4.372877,4.219558,4.0667024,3.9137273,3.760401,3.5896955,3.4175868,3.2422936,3.0172079,2.7483773,2.4900563,1.9579755,1.3106521,1.025546
9.767035,9.743867,9.680335,9.5854,9.468037,9.337233,9.201993,9.070669,8.944621,8.82102,8.696992,8.569868,8.438617,8.303032,8.162915,8.018185,7.868907,7.7151303,7.556859,7.394024,7.224212,7.048526,6.8679333,6.682387,6.4920697,6.297114,6.0977454,5.89015,5.6749873,5.456441,5.2346478,5.0100408,4.7565417,4.4997454,4.2373533,3.897876,3.4913738,3.1022787,2.3236392,1.4030372,1.0247242
12.253141,12.216588,12.112654,11.94995,11.737119,11.482844,11.195856,10.884989,10.559748,10.23003,9.905724,9.596026,9.304462,9.031658,8.778136,8.543025,8.323615,8.117039,7.9202976,7.7301903,7.5410385,7.351569,7.1609187,6.967294,6.769827,6.5678377,6.360996,6.1449513,5.9202213,5.6912823,5.4583154,5.221851,4.954048,4.6824145,4.404619,4.0444274,3.6127393,3.1999636,2.3787947,1.4140408,1.0246394
10.6852455,10.55505,10.21162,9.725751,9.168318,8.610254,8.122483,7.769568,7.5500326,7.42284,7.346466,7.282368,7.2165165,7.1472745,7.0731153,6.9926276,6.9045434,6.807621,6.7012944,6.5859566,6.4601436,6.325181,6.1822314,6.031628,5.8739767,5.7098527,5.5398664,5.361093,5.174411,4.9836807,4.7892566,4.591698,4.3683987,4.1417603,3.909803,3.6097817,3.250413,2.905668,2.2085493,1.3759993,1.0249144
12.379961,12.344975,12.246201,12.092928,11.894477,11.66021,11.3995285,11.121716,10.834403,10.544226,10.257798,9.981269,9.716959,9.465224,9.226349,8.999699,8.783442,8.575627,8.374109,8.176457,7.977545,7.776756,7.5736947,7.3669086,7.1557217,6.9395876,6.718272,6.4871545,6.246818,6.002057,5.753054,5.5003633,5.214191,4.9239492,4.627132,4.242267,3.7810404,3.340053,2.4644258,1.437552,1.0246388
14.38356,14.373208,14.3421545,14.290408,14.217987,14.124926,14.011276,13.877191,13.723595,13.55189,13.363508,13.159882,12.942256,12.711781,12.4696,12.216761,11.954158,11.682631,11.402941,11.115728,10.817821,10.511652,10.199363,9.881396,9.558384,9.230801,8.899165,8.557465,8.206769,7.8535876,7.497995,7.140449,6.7401066,6.3367662,5.9267907,5.399481,4.7701983,4.1693473,2.9825764,1.5924795,1.0299314
15.148292,15.123002,15.053882,14.951064,14.824699,14.684954,14.542002,14.40515,14.274572,14.144972,14.011,13.867632,13.712367,13.543984,13.361302,13.163634,12.950913,12.723099,12.480308,12.222859,11.946729,11.65452,11.348732,11.029969,10.699205,10.3573065,10.005237,9.636313,9.252161,8.860884,8.463019,8.059564,7.602695,7.1396832,6.6665072,6.053077,5.3183994,4.6168013,3.2414594,1.6483884,1.0257916
10.833424,10.754229,10.539283,10.222574,9.838146,9.420096,9.00256,8.617819,8.278564,7.985714,7.739978,7.5411363,7.381508,7.2496533,7.1342115,7.026664,6.9222093,6.8163486,6.705829,6.5891695,6.4629717,6.327738,6.1845207,6.033511,5.875241,5.71024,5.5391107,5.358741,5.1700754,4.9772196,4.780567,4.58073,4.354157,4.1243076,3.8892848,3.5843604,3.2187674,2.8694937,2.173472,1.3547124,1.0246365
11.210892,11.19572,11.151038,11.078101,10.978181,10.8525715,10.702596,10.529712,10.336491,10.126177,9.902044,9.667316,9.42469,9.176578,8.925355,8.673005,8.420979,8.170622,7.9229198,7.678344,7.434879,7.19386,6.9561825,6.721617,6.4899273,6.260736,6.0336995,5.8044224,5.572959,5.342798,5.113455,4.8847704,4.630962,4.3764806,4.1188045,3.7886627,3.395414,3.0203195,2.2730393,1.3905646,1.0283862
12.883761,12.84941,12.750848,12.594831,12.388151,12.137643,11.850193,11.532882,11.194296,10.84392,10.491248,10.145264,9.810731,9.490245,9.186286,8.899817,8.629808,8.375021,8.133682,7.9032483,7.6786017,7.458653,7.2423267,7.0275574,6.8130083,6.5974693,6.3800893,6.1560464,5.925385,5.692167,5.4562144,5.2177744,4.948978,4.676961,4.3992705,4.0400515,3.610012,3.1988459,2.380114,1.4167767,1.0260022
11.100064,11.091137,11.064418,11.020003,10.958002,10.878537,10.781754,10.667879,10.537803,10.392812,10.234222,10.063358,9.881476,9.689788,9.489498,9.281745,9.067562,8.84793,8.623729,8.395697,8.16217,7.9249372,7.68549,7.444218,7.2015553,6.9577875,6.7131886,6.463817,6.2102575,5.9565244,5.702469,5.4481864,5.1665688,4.8835716,4.59637,4.2303467,3.79504,3.376717,2.5230503,1.4883533,1.0292667
13.662491,13.611585,13.469137,13.250581,12.971389,12.647093,12.293273,11.925285,11.55573,11.195533,10.855559,10.545529,10.265835,10.012134,9.780023,9.564804,9.361395,9.164704,8.970453,8.775505,8.573898,8.36524,8.149938,7.9272466,7.697254,7.4601727,7.216413,6.9613056,6.6959133,6.4258013,6.1513524,5.87327,5.5586634,5.2401023,4.91491,4.493509,3.9888346,3.5074372,2.5602345,1.459213,1.0274388
14.598436,14.589872,14.565999,14.529549,14.483256,14.429866,14.372124,14.312445,14.24964,14.180375,14.101299,14.009227,13.902141,13.778626,13.637307,13.477238,13.2980175,13.099279,12.880955,12.643385,12.382511,12.101152,11.802114,11.486281,11.154978,10.8094225,10.450935,10.072978,9.677517,9.273131,8.860603,8.441158,7.965499,7.4825687,6.9881496,6.3471622,5.5792627,4.8442082,3.3933983,1.7010795,1.0246365
10.694803,10.674337,10.616401,10.526193,10.408928,10.269842,10.11419,9.947167,9.773147,9.596005,9.419606,9.247435,9.079824,8.915512,8.753216,8.591592,8.429199,8.2645855,8.096545,7.9242105,7.7442946,7.557518,7.3647747,7.165924,6.9612064,6.7508483,6.5351872,6.3101883,6.0766516,5.8391967,5.598044,5.353714,5.077871,4.798377,4.512747,4.1432333,3.7008154,3.277317,2.431659,1.4337993,1.0252061
13.03736,13.007539,12.924236,12.796708,12.63423,12.446106,12.241665,12.029972,11.817135,11.607476,11.405285,11.214264,11.033254,10.858633,10.686788,10.514566,10.339408,10.158802,9.970786,9.774165,9.564457,9.3427725,9.110531,8.867742,8.614946,8.352679,8.081623,7.7966037,7.4989204,7.1949534,6.8852034,6.570537,6.213671,5.851605,5.481248,5.0007257,4.424846,3.874533,2.7892606,1.5250703,1.0246484
12.142883,12.109518,12.01404,11.863395,11.6645565,11.424541,11.150412,10.849313,10.528789,10.196615,9.86058,9.528073,9.203112,8.887972,8.584845,8.295045,8.018724,7.7558794,7.505955,7.2676253,7.03722,6.8143735,6.598408,6.387676,6.1808524,5.976616,5.773891,5.568071,5.358796,5.1491847,4.938686,4.727179,4.4902287,4.251118,4.007494,3.6932309,3.3174405,2.9578245,2.2360368,1.3797152,1.0248076
13.113714,13.01368,12.744271,12.351565,11.881715,11.380936,10.895474,10.468577,10.112097,9.819043,9.582131,9.39351,9.240742,9.109109,8.984071,8.85623,8.72289,8.581834,8.431595,8.271761,8.099465,7.9160824,7.723226,7.5213985,7.311315,7.093606,6.8689704,6.633462,6.3881674,6.1380997,5.8836427,5.6254573,5.3338566,5.0381603,4.735748,4.344756,3.8767097,3.428112,2.5297186,1.4662733,1.0260499
10.243713,10.14629,9.884646,9.504762,9.052685,8.574524,8.116414,7.721371,7.3998923,7.1429577,6.941248,6.7851477,6.662699,6.560788,6.4664726,6.3715487,6.273993,6.172219,6.065146,5.9524136,5.83203,5.7048388,5.5718646,5.43339,5.2898273,5.141526,4.9888906,4.829227,4.6632137,4.494174,4.322336,4.1481276,3.9515498,3.7523417,3.5487733,3.2855546,2.9703238,2.6684146,2.0583014,1.3302451,1.02521
14.660594,14.6466055,14.605132,14.536921,14.442729,14.323342,14.179568,14.012346,13.823662,13.616136,13.392418,13.155114,12.906275,12.647659,12.381002,12.107708,11.828726,11.544919,11.256907,10.964959,10.665294,10.359998,10.050782,9.737582,9.420544,9.099683,8.775122,8.440277,8.095948,7.748672,7.3983765,7.045472,6.648052,6.24694,5.8385224,5.310162,4.6781898,4.0762854,2.9019077,1.5474513,1.0263684
10.864569,10.789217,10.581794,10.270279,9.882713,9.447202,8.9918995,8.544008,8.120407,7.7317553,7.38856,7.0997443,6.861404,6.6631446,6.4945793,6.34711,6.214474,6.0906196,5.9708223,5.852247,5.730808,5.6056466,5.476741,5.343525,5.2059555,5.064062,4.918009,4.765274,4.606392,4.44435,4.2793303,4.111718,3.9229257,3.731218,3.5348232,3.2815516,2.978374,2.6862566,2.0835817,1.3497338,1.0246644
9.938221,9.922307,9.876413,9.803319,9.705814,9.58671,9.448837,9.295098,9.1289,8.95395,8.773972,8.592479,8.411165,8.230798,8.052107,7.8753543,7.7001786,7.526142,7.3526807,7.17905,7.0021863,6.822594,6.6407228,6.456042,6.268355,6.0774593,5.883296,5.681943,5.4738593,5.2629876,5.0493526,4.833295,4.5895195,4.342781,4.0908804,3.7648146,3.3743296,3.0011084,2.2569253,1.3803942,1.0247278
12.26237,12.229825,12.137096,11.991555,11.800606,11.571692,11.3123,11.030019,10.733106,10.430204,10.129956,9.840408,9.564736,9.303629,9.057682,8.826287,8.60725,8.398238,8.196787,8.00024,7.8035693,7.6058674,7.4065495,7.2041163,6.9978733,6.787265,6.572037,6.347937,6.1154695,5.87901,5.638686,5.394966,5.119967,4.8410463,4.555658,4.186854,3.7453668,3.3216448,2.46814,1.4520931,1.0250763
10.512878,10.510619,10.503299,10.490106,10.47023,10.442869,10.407226,10.362533,10.308234,10.243908,10.169148,10.083575,9.986887,9.878829,9.759159,9.627747,9.484592,9.329692,9.163171,8.985324,8.793564,8.589753,8.375695,8.151931,7.919264,7.6784153,7.430167,7.170138,6.8995347,6.623906,6.34367,6.0595403,5.738807,5.4137855,5.081608,4.6523104,4.138566,3.646441,2.6639662,1.5038303,1.025818
14.221767,14.188712,14.092979,13.939735,13.734182,13.481568,13.187198,12.856624,12.497448,12.118497,11.728624,11.336353,10.947369,10.565881,10.195991,9.8403845,9.499889,9.175099,8.865787,8.570552,8.285015,8.008888,7.741436,7.4806943,7.2250853,6.9730315,6.7232513,6.4700227,6.212941,5.955942,5.69838,5.4401155,5.1509666,4.859788,4.563867,4.182292,3.7263393,3.2917235,2.4335437,1.431441,1.033673
11.57,11.545106,11.473265,11.3587475,11.2058525,11.01891,10.802288,10.560513,10.2993555,10.025333,9.744983,9.464539,9.187706,8.916879,8.654375,8.401516,8.158308,7.9245977,7.6997585,7.4824862,7.2691927,7.05962,6.853313,6.648881,6.445335,6.241706,6.037264,5.8276668,5.612866,5.3963194,5.1777167,4.9571395,4.7094727,4.458882,4.202923,3.872787,3.4779034,3.0988343,2.331791,1.414431,1.0247298
11.515581,11.490954,11.419496,11.3048525,11.150695,10.9607315,10.73871,10.488574,10.215862,9.927074,9.628732,9.32713,9.026622,8.730544,8.442149,8.163664,7.8959475,7.639686,7.394916,7.1607533,6.934295,6.7153134,6.5031905,6.296464,6.093913,5.89429,5.696557,5.496542,5.2938247,5.091076,4.8876877,4.6834536,4.4559345,4.2262397,3.9919052,3.6912587,3.3323793,2.9865694,2.275068,1.409589,1.0248847
15.07317,15.046688,14.969026,14.842866,14.670924,14.4559555,14.200764,13.908386,13.583762,13.232979,12.862168,12.477359,12.083548,11.685175,11.286608,10.891447,10.502261,10.121431,9.750635,9.390559,9.03879,8.696852,8.365507,8.044103,7.731867,7.427819,7.1310134,6.8356757,6.541382,6.251821,5.9659557,5.683176,5.372503,5.0627217,4.7506504,4.353832,3.8829226,3.43407,2.5405238,1.4836279,1.0455354
13.153455,13.127745,13.052734,12.931614,12.767604,12.563963,12.323997,12.051229,11.750954,11.429529,11.093351,10.748654,10.400208,10.052011,9.707976,9.371121,9.043256,8.726006,8.420289,8.126034,7.8407416,7.5649805,7.2987027,7.0407786,6.7901044,6.5454497,6.3057027,6.066009,5.8258104,5.587954,5.351513,5.1159854,4.855839,4.594678,4.3295426,3.9911382,3.5884266,3.2011464,2.4092634,1.4497666,1.0257425
11.696732,11.68455,11.649156,11.592279,11.515663,11.421064,11.310262,11.185098,11.047895,10.901267,10.747839,10.59006,10.428888,10.264513,10.097101,9.926438,9.751796,9.572388,9.387429,9.196122,8.994817,8.784397,8.56581,8.338806,8.103629,7.860524,7.6099086,7.3471565,7.073285,6.7937894,6.5090294,6.2197113,5.892627,5.5605316,5.2204165,4.7805223,4.253791,3.7480862,2.7328548,1.5281835,1.0246687
14.930926,14.910792,14.852412,14.758834,14.6331215,14.478368,14.297695,14.094339,13.872411,13.636542,13.391384,13.141322,12.888484,12.63384,12.378311,12.122151,11.86472,11.605271,11.342935,11.07664,10.801536,10.518659,10.229052,9.932169,9.628057,9.316758,8.998537,8.667191,8.323775,7.975101,7.6214314,7.2634854,6.8593817,6.4502997,6.032637,5.492359,4.8458557,4.2280912,3.0107884,1.5925939,1.0292445
11.193388,11.021933,10.568595,9.924984,9.1828165,8.433888,7.7699857,7.2750125,6.9509873,6.750865,6.6269736,6.534772,6.4554534,6.383231,6.312486,6.239173,6.1612997,6.0770354,5.985307,5.886118,5.777884,5.661583,5.538169,5.4078846,5.2712464,5.128757,4.9809575,4.8253202,4.662632,4.496283,4.3266044,4.154108,3.9590547,3.7610433,3.5583692,3.2961237,2.981889,2.6804738,2.068613,1.3354299,1.0246365
8.726688,8.715706,8.683318,8.630371,8.557721,8.466238,8.356812,8.230418,8.0887575,7.933969,7.7682114,7.593617,7.411965,7.224845,7.03383,6.8402877,6.6453013,6.449886,6.254882,6.060873,5.866594,5.67336,5.482206,5.293317,5.10688,4.922968,4.7416334,4.5599284,4.378164,4.199075,4.0224657,3.8482676,3.6579082,3.46925,3.2809007,3.0430424,2.7611947,2.4941692,1.9586015,1.314912,1.0384853
